source,target
CHEMBL264588,CHEMBL428007
CHEMBL264588,CHEMBL135968
CHEMBL264588,CHEMBL412828
CHEMBL264588,CHEMBL435597
CHEMBL264588,CHEMBL428269
CHEMBL264588,CHEMBL35927
CHEMBL264588,CHEMBL216581
CHEMBL264588,CHEMBL266310
CHEMBL264588,CHEMBL89773
CHEMBL264588,CHEMBL137131
CHEMBL264588,CHEMBL137614
CHEMBL264588,CHEMBL135547
CHEMBL264588,CHEMBL239383
CHEMBL264588,CHEMBL335277
CHEMBL264588,CHEMBL263431
CHEMBL264588,CHEMBL411080
CHEMBL264588,CHEMBL406209
CHEMBL264588,CHEMBL217267
CHEMBL264588,CHEMBL242315
CHEMBL264588,CHEMBL262792
CHEMBL264588,CHEMBL37694
CHEMBL264588,CHEMBL2370116
CHEMBL264588,CHEMBL288556
CHEMBL264588,CHEMBL384606
CHEMBL264588,CHEMBL290127
CHEMBL291000,CHEMBL406146
CHEMBL291000,CHEMBL405679
CHEMBL291000,CHEMBL216568
CHEMBL291000,CHEMBL415825
CHEMBL291000,CHEMBL428007
CHEMBL291000,CHEMBL135968
CHEMBL291000,CHEMBL412828
CHEMBL291000,CHEMBL435597
CHEMBL291000,CHEMBL428269
CHEMBL291000,CHEMBL35927
CHEMBL291000,CHEMBL216581
CHEMBL291000,CHEMBL266310
CHEMBL291000,CHEMBL263431
CHEMBL291000,CHEMBL406209
CHEMBL291000,CHEMBL217267
CHEMBL291000,CHEMBL37205
CHEMBL291000,CHEMBL262792
CHEMBL291000,CHEMBL37694
CHEMBL291000,CHEMBL288556
CHEMBL291000,CHEMBL384606
CHEMBL291000,CHEMBL408272
CHEMBL291000,CHEMBL266307
CHEMBL291000,CHEMBL288120
CHEMBL291000,CHEMBL290127
CHEMBL415825,CHEMBL406146
CHEMBL415825,CHEMBL405679
